query_no,query,cardinality_predict,cardinality_true,latency_ms,generated_spn_calls,latency_generated_code
26,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_8_skew_2 cdcs WHERE cdcs.col0=5835 AND cdcs.col1<3722;,1",1.0,1,7.763506844639778,0,0.0
27,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_8_skew_2 cdcs WHERE cdcs.col0=9493 AND cdcs.col1>5551;,8",7.757894736842131,8,7.702276110649109,0,0.0
28,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_8_skew_2 cdcs WHERE cdcs.col0>8951 AND cdcs.col1>8559;,5450",5461.864870126421,5450,6.094768643379211,0,0.0
29,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_8_skew_2 cdcs WHERE cdcs.col0>3122 AND cdcs.col1>11;,63220",63220.39214167009,63220,8.463120087981224,0,0.0
30,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_8_skew_2 cdcs WHERE cdcs.col0<6189 AND cdcs.col1>5390;,12798",12797.272646928765,12798,7.48058594763279,0,0.0
31,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_8_skew_2 cdcs WHERE cdcs.col0<8091 AND cdcs.col1=5280;,13",13.028070175438616,13,8.505398407578468,0,0.0
32,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_8_skew_2 cdcs WHERE cdcs.col0<7857 AND cdcs.col1>8032;,3274",3267.3808175209665,3274,7.610024884343147,0,0.0
33,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_8_skew_2 cdcs WHERE cdcs.col0<4427 AND cdcs.col1<7549;,48441",48449.12429610545,48441,7.838990539312363,0,0.0
34,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_8_skew_2 cdcs WHERE cdcs.col0>1032 AND cdcs.col1>2497;,69387",69400.1963190183,69387,8.355516940355301,0,0.0
35,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_8_skew_2 cdcs WHERE cdcs.col0<6799 AND cdcs.col1<4190;,45056",45043.3173891492,45056,7.641725242137909,0,0.0
36,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_8_skew_2 cdcs WHERE cdcs.col0=5920 AND cdcs.col1>7168;,1",1.0000000000000078,1,7.582547143101692,0,0.0
37,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_8_skew_2 cdcs WHERE cdcs.col0>8363 AND cdcs.col1=9850;,5",5.000000000000019,5,7.312919944524765,0,0.0
38,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_8_skew_2 cdcs WHERE cdcs.col0<4036 AND cdcs.col1<4383;,41558",41573.23976828126,41558,7.286330685019493,0,0.0
39,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_8_skew_2 cdcs WHERE cdcs.col0>7500 AND cdcs.col1>1765;,17898",17923.243999045135,17898,7.487982511520386,0,0.0
40,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_8_skew_2 cdcs WHERE cdcs.col0<8360 AND cdcs.col1=9559;,2",1.9999999999999456,2,8.479360491037369,0,0.0
41,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_8_skew_2 cdcs WHERE cdcs.col0>9900 AND cdcs.col1>5166;,344",351.11699134199233,344,6.768675521016121,0,0.0
42,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_8_skew_2 cdcs WHERE cdcs.col0>1069 AND cdcs.col1=7308;,11",11.487883683360252,11,8.606823161244392,0,0.0
43,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_8_skew_2 cdcs WHERE cdcs.col0<4319 AND cdcs.col1=1815;,11",10.69306930693069,11,7.911283522844315,0,0.0
44,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_8_skew_2 cdcs WHERE cdcs.col0<2925 AND cdcs.col1<7350;,32656",32674.21827245532,32656,7.405159994959831,0,0.0
45,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_8_skew_2 cdcs WHERE cdcs.col0>315 AND cdcs.col1=5194;,11",10.873863636363609,11,8.49386490881443,0,0.0
46,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_8_skew_2 cdcs WHERE cdcs.col0>8258 AND cdcs.col1>9277;,3551",3554.0857392826047,3551,6.430253386497498,0,0.0
47,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_8_skew_2 cdcs WHERE cdcs.col0=8904 AND cdcs.col1<7162;,1",1.0,1,8.431840687990189,0,0.0
48,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_8_skew_2 cdcs WHERE cdcs.col0<111 AND cdcs.col1<2383;,1057",1068.5950920245375,1057,6.454084068536758,0,0.0
49,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_8_skew_2 cdcs WHERE cdcs.col0<6179 AND cdcs.col1=7302;,1",1.0,1,8.02181288599968,0,0.0
50,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_8_skew_2 cdcs WHERE cdcs.col0>6876 AND cdcs.col1>1548;,23545",23541.073671497597,23545,7.618322968482971,0,0.0
51,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_8_skew_2 cdcs WHERE cdcs.col0>469 AND cdcs.col1<5422;,54829",54799.6977272727,54829,8.128330111503601,0,0.0
52,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_8_skew_2 cdcs WHERE cdcs.col0>7565 AND cdcs.col1>7541;,15280",15212.778477735967,15280,6.318880245089531,0,0.0
53,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_8_skew_2 cdcs WHERE cdcs.col0<17 AND cdcs.col1>4949;,20",16.62727272727269,20,6.690889596939087,0,0.0
54,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_8_skew_2 cdcs WHERE cdcs.col0>2922 AND cdcs.col1<7001;,43175",43147.6440677966,43175,7.939765229821205,0,0.0
55,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_8_skew_2 cdcs WHERE cdcs.col0=3923 AND cdcs.col1>486;,5",4.999999999999989,5,8.204460144042969,0,0.0
56,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_8_skew_2 cdcs WHERE cdcs.col0=9861 AND cdcs.col1>4793;,4",4.000000000000008,4,7.536431774497032,0,0.0
57,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_8_skew_2 cdcs WHERE cdcs.col0<1033 AND cdcs.col1>3420;,1673",1624.2116807225998,1673,7.197648286819458,0,0.0
58,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_8_skew_2 cdcs WHERE cdcs.col0=2418 AND cdcs.col1<4497;,17",16.999999999999993,17,7.547764107584953,0,0.0
59,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_8_skew_2 cdcs WHERE cdcs.col0<3424 AND cdcs.col1>914;,30558",30508.189189189132,30558,7.797811180353165,0,0.0
60,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_8_skew_2 cdcs WHERE cdcs.col0<8943 AND cdcs.col1<8277;,86049",86050.9896887647,86049,8.455170318484306,0,0.0
61,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_8_skew_2 cdcs WHERE cdcs.col0<2588 AND cdcs.col1<6319;,28393",28407.82885132898,28393,7.452264428138733,0,0.0
62,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_8_skew_2 cdcs WHERE cdcs.col0=6104 AND cdcs.col1>4334;,5",4.999999999999936,5,7.8862980008125305,0,0.0
63,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_8_skew_2 cdcs WHERE cdcs.col0<2959 AND cdcs.col1<3911;,30658",30660.70833333331,30658,6.745917722582817,0,0.0
64,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_8_skew_2 cdcs WHERE cdcs.col0<2212 AND cdcs.col1=3940;,2",1.826484018264849,2,7.33351893723011,0,0.0
65,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_8_skew_2 cdcs WHERE cdcs.col0>129 AND cdcs.col1=60;,4",3.9999999999999964,4,8.116193115711212,0,0.0
66,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_8_skew_2 cdcs WHERE cdcs.col0<3862 AND cdcs.col1>7601;,2173",2145.9059432243785,2173,6.7643895745277405,0,0.0
67,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_8_skew_2 cdcs WHERE cdcs.col0>8263 AND cdcs.col1<3467;,839",812.4660372522088,839,6.422016769647598,0,0.0
68,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_8_skew_2 cdcs WHERE cdcs.col0=677 AND cdcs.col1<4413;,10",10.413636363636366,10,7.562825456261635,0,0.0
69,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_8_skew_2 cdcs WHERE cdcs.col0>4279 AND cdcs.col1=9152;,6",6.000000000000017,6,7.814506068825722,0,0.0
70,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_8_skew_2 cdcs WHERE cdcs.col0>202 AND cdcs.col1=3176;,16",16.694578888583088,16,8.313292637467384,0,0.0
71,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_8_skew_2 cdcs WHERE cdcs.col0>1390 AND cdcs.col1>1644;,78209",78218.3281392378,78209,7.749095559120178,0,0.0
72,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_8_skew_2 cdcs WHERE cdcs.col0<6190 AND cdcs.col1=9162;,1",1.0,1,7.881646975874901,0,0.0
73,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_8_skew_2 cdcs WHERE cdcs.col0=4365 AND cdcs.col1>748;,6",6.437346437346431,6,8.359313011169434,0,0.0
74,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_8_skew_2 cdcs WHERE cdcs.col0>6838 AND cdcs.col1>9626;,1675",1699.9065155807468,1675,6.107781082391739,0,0.0
75,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_8_skew_2 cdcs WHERE cdcs.col0>7030 AND cdcs.col1<2146;,1004",998.8985507246329,1004,6.754403933882713,0,0.0
76,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_8_skew_2 cdcs WHERE cdcs.col0<3084 AND cdcs.col1<3378;,31526",31541.578351126616,31526,6.632842123508453,0,0.0
77,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_8_skew_2 cdcs WHERE cdcs.col0>1655 AND cdcs.col1=4459;,7",7.0738636363636145,7,8.15204344689846,0,0.0
78,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_8_skew_2 cdcs WHERE cdcs.col0<8556 AND cdcs.col1=1227;,14",14.000000000000004,14,8.066538721323013,0,0.0
79,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_8_skew_2 cdcs WHERE cdcs.col0<9101 AND cdcs.col1=7718;,9",8.999999999999995,9,8.479399606585503,0,0.0
80,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_8_skew_2 cdcs WHERE cdcs.col0>8238 AND cdcs.col1>3156;,11435",11447.747633987756,11435,7.1669649332761765,0,0.0
81,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_8_skew_2 cdcs WHERE cdcs.col0>950 AND cdcs.col1>4824;,44960",45010.7431818181,44960,7.720427587628365,0,0.0
82,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_8_skew_2 cdcs WHERE cdcs.col0=1004 AND cdcs.col1>4730;,1",1.0,1,7.981166243553162,0,0.0
83,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_8_skew_2 cdcs WHERE cdcs.col0>4324 AND cdcs.col1=2362;,2",1.9999999999999463,2,7.963376119732857,0,0.0
84,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_8_skew_2 cdcs WHERE cdcs.col0>8345 AND cdcs.col1<1531;,372",305.8192363506123,372,6.394080817699432,0,0.0
85,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_8_skew_2 cdcs WHERE cdcs.col0=9650 AND cdcs.col1>1645;,7",6.999999999999967,7,8.110160008072853,0,0.0
86,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_8_skew_2 cdcs WHERE cdcs.col0<5349 AND cdcs.col1>6477;,4264",4261.086438086857,4264,7.208563387393951,0,0.0
87,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_8_skew_2 cdcs WHERE cdcs.col0<7766 AND cdcs.col1>7722;,4042",4036.0726037245054,4042,7.558759301900864,0,0.0
88,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_8_skew_2 cdcs WHERE cdcs.col0>3586 AND cdcs.col1=5083;,4",4.000000000000007,4,8.096106350421906,0,0.0
89,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_8_skew_2 cdcs WHERE cdcs.col0<5471 AND cdcs.col1<2201;,23594",23585.84931506848,23594,7.494468241930008,0,0.0
90,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_8_skew_2 cdcs WHERE cdcs.col0=2000 AND cdcs.col1<4600;,9",8.999999999999996,9,7.899466902017593,0,0.0
91,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_8_skew_2 cdcs WHERE cdcs.col0<7533 AND cdcs.col1>3459;,43666",43648.944634312975,43666,8.0788042396307,0,0.0
92,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_8_skew_2 cdcs WHERE cdcs.col0>2046 AND cdcs.col1=5169;,7",6.999999999999967,7,8.195091038942337,0,0.0
93,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_8_skew_2 cdcs WHERE cdcs.col0>6074 AND cdcs.col1>3962;,29520",29525.28650254671,29520,7.390694692730904,0,0.0
94,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_8_skew_2 cdcs WHERE cdcs.col0>5820 AND cdcs.col1<5360;,3759",3751.0944336331763,3759,7.327491417527199,0,0.0
95,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_8_skew_2 cdcs WHERE cdcs.col0=4613 AND cdcs.col1<7105;,12",11.999999999999998,12,8.292576298117638,0,0.0
96,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_8_skew_2 cdcs WHERE cdcs.col0=2322 AND cdcs.col1<6622;,11",11.974930362116966,11,8.235946297645569,0,0.0
97,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_8_skew_2 cdcs WHERE cdcs.col0>9853 AND cdcs.col1>1136;,597",602.8491547464249,597,7.361359894275665,0,0.0
98,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_8_skew_2 cdcs WHERE cdcs.col0=9963 AND cdcs.col1<6819;,2",1.8192982456140128,2,8.319679647684097,0,0.0
99,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_8_skew_2 cdcs WHERE cdcs.col0<3663 AND cdcs.col1<9982;,42730",42730.7422997946,42730,7.9225413501262665,0,0.0
100,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_8_skew_2 cdcs WHERE cdcs.col0>6518 AND cdcs.col1>4432;,25215",25226.788099315072,25215,7.2808898985385895,0,0.0
101,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_8_skew_2 cdcs WHERE cdcs.col0<2440 AND cdcs.col1>751;,21273",21255.67219917009,21273,7.7477190643548965,0,0.0
102,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_8_skew_2 cdcs WHERE cdcs.col0=9675 AND cdcs.col1>3661;,3",2.9999999999999893,3,8.068827912211418,0,0.0
103,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_8_skew_2 cdcs WHERE cdcs.col0<1339 AND cdcs.col1>3307;,2202",2179.146770535616,2202,7.630271837115288,0,0.0
104,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_8_skew_2 cdcs WHERE cdcs.col0>9135 AND cdcs.col1<3989;,394",375.90909090908326,394,6.896698847413063,0,0.0
105,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_8_skew_2 cdcs WHERE cdcs.col0>6476 AND cdcs.col1<2700;,1532",1520.7768565248655,1532,7.525485008955002,0,0.0
106,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_8_skew_2 cdcs WHERE cdcs.col0<1224 AND cdcs.col1<4872;,13112",13157.099999999988,13112,7.1279555559158325,0,0.0
107,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_8_skew_2 cdcs WHERE cdcs.col0=1733 AND cdcs.col1<7379;,14",14.005347593582849,14,8.37099552154541,0,0.0
108,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_8_skew_2 cdcs WHERE cdcs.col0>3644 AND cdcs.col1<2238;,2628",2616.7277924975438,2628,7.698552682995796,0,0.0
109,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_8_skew_2 cdcs WHERE cdcs.col0>2150 AND cdcs.col1=6758;,16",16.021001615508858,16,8.454786613583565,0,0.0
110,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_8_skew_2 cdcs WHERE cdcs.col0=1885 AND cdcs.col1<8035;,7",6.155080213903703,7,8.318299427628517,0,0.0
111,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_8_skew_2 cdcs WHERE cdcs.col0<8385 AND cdcs.col1=8368;,4",1.9667991755005974,4,8.512470871210098,0,0.0
112,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_8_skew_2 cdcs WHERE cdcs.col0=5554 AND cdcs.col1>3856;,6",5.999999999999978,6,8.175957947969437,0,0.0
113,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_8_skew_2 cdcs WHERE cdcs.col0>5386 AND cdcs.col1>599;,38560",38572.66566716641,38560,7.879855111241341,0,0.0
114,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_8_skew_2 cdcs WHERE cdcs.col0>1186 AND cdcs.col1>4278;,50234",50269.50804749331,50234,7.920563220977783,0,0.0
115,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_8_skew_2 cdcs WHERE cdcs.col0=9901 AND cdcs.col1>1424;,5",4.659297789336835,5,8.288804441690445,0,0.0
116,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_8_skew_2 cdcs WHERE cdcs.col0<9355 AND cdcs.col1=3040;,14",13.999999999999996,14,8.784601464867592,0,0.0
117,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_8_skew_2 cdcs WHERE cdcs.col0<8839 AND cdcs.col1=8071;,13",12.999999999999977,13,8.894545957446098,0,0.0
118,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_8_skew_2 cdcs WHERE cdcs.col0>6670 AND cdcs.col1>3723;,24334",24320.06250000002,24334,7.2464719414711,0,0.0
119,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_8_skew_2 cdcs WHERE cdcs.col0<5216 AND cdcs.col1<4744;,49042",49049.885143679225,49042,7.529500871896744,0,0.0
120,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_8_skew_2 cdcs WHERE cdcs.col0>2166 AND cdcs.col1<3722;,19635",19618.003281963433,19635,7.878486067056656,0,0.0
121,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_8_skew_2 cdcs WHERE cdcs.col0>8292 AND cdcs.col1<7341;,1704",1698.3014338170958,1704,7.430724799633026,0,0.0
122,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_8_skew_2 cdcs WHERE cdcs.col0>160 AND cdcs.col1=7732;,14",13.999999999999936,14,8.524931967258453,0,0.0
123,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_8_skew_2 cdcs WHERE cdcs.col0<5257 AND cdcs.col1=7653;,2",1.999999999999968,2,8.019927889108658,0,0.0
124,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_8_skew_2 cdcs WHERE cdcs.col0=5515 AND cdcs.col1>4767;,8",8.0,8,7.9018734395504,0,0.0
125,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_8_skew_2 cdcs WHERE cdcs.col0>3554 AND cdcs.col1>5553;,35046",35043.83969216614,35046,7.8941695392131805,0,0.0
126,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_8_skew_2 cdcs WHERE cdcs.col0<5105 AND cdcs.col1>7860;,2485",2486.920898022784,2485,7.3487162590026855,0,0.0
127,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_8_skew_2 cdcs WHERE cdcs.col0<9171 AND cdcs.col1<5666;,61844",61877.83157894734,61844,8.30036960542202,0,0.0
128,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_8_skew_2 cdcs WHERE cdcs.col0=9866 AND cdcs.col1>4510;,7",7.000000000000032,7,7.869480177760124,0,0.0
129,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_8_skew_2 cdcs WHERE cdcs.col0<6963 AND cdcs.col1<8808;,74728",74720.00991501404,74728,8.296910673379898,0,0.0
130,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_8_skew_2 cdcs WHERE cdcs.col0>7570 AND cdcs.col1>9338;,3265",3278.884209587131,3265,6.661541759967804,0,0.0
131,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_8_skew_2 cdcs WHERE cdcs.col0>2151 AND cdcs.col1<1233;,1843",1843.341915184454,1843,7.610850036144257,0,0.0
132,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_8_skew_2 cdcs WHERE cdcs.col0>1064 AND cdcs.col1=5745;,17",16.999999999999993,17,8.861429989337921,0,0.0
133,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_8_skew_2 cdcs WHERE cdcs.col0>3978 AND cdcs.col1<9166;,48898",48853.79260780283,48898,8.333256468176842,0,0.0
134,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_8_skew_2 cdcs WHERE cdcs.col0=9548 AND cdcs.col1>184;,5",5.000000000000017,5,8.472712710499763,0,0.0
135,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_8_skew_2 cdcs WHERE cdcs.col0>8178 AND cdcs.col1>6187;,11153",11165.419976321184,11153,6.770303472876549,0,0.0
136,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_8_skew_2 cdcs WHERE cdcs.col0>3659 AND cdcs.col1<8743;,49378",49333.56776180693,49378,8.23100470006466,0,0.0
137,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_8_skew_2 cdcs WHERE cdcs.col0>3336 AND cdcs.col1=4527;,11",11.00000000000001,11,7.918458431959152,0,0.0
138,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_8_skew_2 cdcs WHERE cdcs.col0>7513 AND cdcs.col1<4493;,1681",1676.8477443608979,1681,7.333861663937569,0,0.0
139,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_8_skew_2 cdcs WHERE cdcs.col0<9481 AND cdcs.col1<8753;,90665",90665.2999999999,90665,8.283117786049843,0,0.0
