query_no,query,cardinality_predict,cardinality_true,latency_ms,generated_spn_calls,latency_generated_code
10,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_2_skew_2 cdcs WHERE cdcs.col0<6718 AND cdcs.col1=4835;,9",8.76385145253072,9,4.852907732129097,0,0.0
11,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_2_skew_2 cdcs WHERE cdcs.col0=3845 AND cdcs.col1>3692;,5",4.887484197218829,5,4.790240898728371,0,0.0
12,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_2_skew_2 cdcs WHERE cdcs.col0>4900 AND cdcs.col1<4359;,15305",15313.244755244898,15305,4.442688077688217,0,0.0
13,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_2_skew_2 cdcs WHERE cdcs.col0>7408 AND cdcs.col1<7577;,12075",12066.978335675318,12075,4.771826788783073,0,0.0
14,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_2_skew_2 cdcs WHERE cdcs.col0<4366 AND cdcs.col1=8226;,1",1.0,1,4.831301048398018,0,0.0
15,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_2_skew_2 cdcs WHERE cdcs.col0<8217 AND cdcs.col1>6567;,26990",26966.7762988398,26990,4.565687850117683,0,0.0
16,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_2_skew_2 cdcs WHERE cdcs.col0<9720 AND cdcs.col1>4519;,52653",52647.84977721184,52653,5.01360185444355,0,0.0
17,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_2_skew_2 cdcs WHERE cdcs.col0<8797 AND cdcs.col1<7406;,70937",70936.67307692308,70937,5.056500434875488,0,0.0
18,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_2_skew_2 cdcs WHERE cdcs.col0>2062 AND cdcs.col1>2686;,57827",57823.23122845927,57827,4.732368513941765,0,0.0
19,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_2_skew_2 cdcs WHERE cdcs.col0=3155 AND cdcs.col1<4626;,6",5.685543964232468,6,4.683367908000946,0,0.0
20,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_2_skew_2 cdcs WHERE cdcs.col0>8048 AND cdcs.col1>6235;,6999",7001.646867579007,6999,4.246784374117851,0,0.0
21,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_2_skew_2 cdcs WHERE cdcs.col0>3144 AND cdcs.col1=8846;,6",5.885155772755073,6,4.979293793439865,0,0.0
22,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_2_skew_2 cdcs WHERE cdcs.col0<9124 AND cdcs.col1=9297;,9",9.112009237875245,9,5.257079377770424,0,0.0
23,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_2_skew_2 cdcs WHERE cdcs.col0=1550 AND cdcs.col1>176;,12",11.999999999999993,12,5.18936850130558,0,0.0
24,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_2_skew_2 cdcs WHERE cdcs.col0<703 AND cdcs.col1>1369;,5769",5766.138929134854,5769,4.4286902993917465,0,0.0
25,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_2_skew_2 cdcs WHERE cdcs.col0>6366 AND cdcs.col1=967;,1",1.0,1,4.635388031601906,0,0.0
26,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_2_skew_2 cdcs WHERE cdcs.col0>4825 AND cdcs.col1>4332;,29266",29251.143870835105,29266,4.4449567794799805,0,0.0
27,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_2_skew_2 cdcs WHERE cdcs.col0<8364 AND cdcs.col1<4260;,40048",40017.493955616475,40048,4.595650359988213,0,0.0
28,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_2_skew_2 cdcs WHERE cdcs.col0<2518 AND cdcs.col1>7319;,6384",6398.9213174076685,6384,4.081437364220619,0,0.0
29,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_2_skew_2 cdcs WHERE cdcs.col0=8516 AND cdcs.col1<9044;,5",5.105680025592768,5,5.025526508688927,0,0.0
30,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_2_skew_2 cdcs WHERE cdcs.col0>9280 AND cdcs.col1>4645;,2643",2647.1763208147836,2643,4.326069727540016,0,0.0
31,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_2_skew_2 cdcs WHERE cdcs.col0<1701 AND cdcs.col1>5608;,7111",7132.48247422676,7111,4.21355664730072,0,0.0
32,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_2_skew_2 cdcs WHERE cdcs.col0=3624 AND cdcs.col1<9404;,9",8.73671350030546,9,5.234254524111748,0,0.0
33,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_2_skew_2 cdcs WHERE cdcs.col0<3124 AND cdcs.col1>6011;,11746",11795.353227945083,11746,4.646310582756996,0,0.0
34,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_2_skew_2 cdcs WHERE cdcs.col0<7733 AND cdcs.col1>3455;,52332",52297.04804580518,52332,4.945915192365646,0,0.0
35,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_2_skew_2 cdcs WHERE cdcs.col0<3466 AND cdcs.col1<3515;,19486",19458.47327156092,19486,4.569722339510918,0,0.0
36,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_2_skew_2 cdcs WHERE cdcs.col0>1797 AND cdcs.col1<2831;,20141",20123.847805016783,20141,4.871586337685585,0,0.0
37,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_2_skew_2 cdcs WHERE cdcs.col0<5125 AND cdcs.col1<4528;,31451",31457.999999999935,31451,4.821091890335083,0,0.0
38,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_2_skew_2 cdcs WHERE cdcs.col0<8852 AND cdcs.col1>6539;,29792",29711.599999999828,29792,4.915783181786537,0,0.0
39,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_2_skew_2 cdcs WHERE cdcs.col0=7028 AND cdcs.col1>1434;,7",7.106733313731263,7,5.194216966629028,0,0.0
40,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_2_skew_2 cdcs WHERE cdcs.col0<5877 AND cdcs.col1<677;,5252",5220.496733498532,5252,4.44149412214756,0,0.0
41,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_2_skew_2 cdcs WHERE cdcs.col0>882 AND cdcs.col1>1314;,79022",79025.1152145068,79022,4.8939548432827,0,0.0
42,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_2_skew_2 cdcs WHERE cdcs.col0>9790 AND cdcs.col1>5093;,561",555.2798013245063,561,4.228400066494942,0,0.0
43,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_2_skew_2 cdcs WHERE cdcs.col0>1084 AND cdcs.col1<1168;,8312",8370.092879257007,8312,4.707476124167442,0,0.0
44,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_2_skew_2 cdcs WHERE cdcs.col0=1865 AND cdcs.col1<8810;,11",10.901607717041662,11,5.059041082859039,0,0.0
45,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_2_skew_2 cdcs WHERE cdcs.col0=1504 AND cdcs.col1<1783;,3",2.9838708421273847,3,4.685623571276665,0,0.0
46,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_2_skew_2 cdcs WHERE cdcs.col0>8290 AND cdcs.col1<8207;,7711",7808.8099260825165,7711,4.7898609191179276,0,0.0
47,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_2_skew_2 cdcs WHERE cdcs.col0=3509 AND cdcs.col1<7535;,7",7.007330482590107,7,5.175307393074036,0,0.0
48,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_2_skew_2 cdcs WHERE cdcs.col0>913 AND cdcs.col1>1154;,80261",80268.1813502027,80261,5.119100213050842,0,0.0
49,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_2_skew_2 cdcs WHERE cdcs.col0=529 AND cdcs.col1>724;,7",7.054766734279849,7,4.983343183994293,0,0.0
50,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_2_skew_2 cdcs WHERE cdcs.col0>4593 AND cdcs.col1=1530;,3",2.5742284298263427,3,4.767296835780144,0,0.0
51,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_2_skew_2 cdcs WHERE cdcs.col0=855 AND cdcs.col1<7178;,7",8.726504751847905,7,5.169324576854706,0,0.0
52,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_2_skew_2 cdcs WHERE cdcs.col0>3314 AND cdcs.col1=4317;,6",6.289120715350306,6,5.141250789165497,0,0.0
53,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_2_skew_2 cdcs WHERE cdcs.col0<3294 AND cdcs.col1>8281;,5237",5212.913459580323,5237,4.17606346309185,0,0.0
54,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_2_skew_2 cdcs WHERE cdcs.col0>6072 AND cdcs.col1>4848;,19673",19718.39026382428,19673,4.43827360868454,0,0.0
55,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_2_skew_2 cdcs WHERE cdcs.col0<4635 AND cdcs.col1<5717;,34895",34890.80658517178,34895,4.51311469078064,0,0.0
56,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_2_skew_2 cdcs WHERE cdcs.col0>4620 AND cdcs.col1=4622;,6",4.496606334841671,6,4.841681569814682,0,0.0
57,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_2_skew_2 cdcs WHERE cdcs.col0=641 AND cdcs.col1>3533;,2",1.836555360281192,2,5.003476515412331,0,0.0
58,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_2_skew_2 cdcs WHERE cdcs.col0>6220 AND cdcs.col1<6744;,17625",17615.411768298196,17625,4.553234204649925,0,0.0
59,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_2_skew_2 cdcs WHERE cdcs.col0>3244 AND cdcs.col1=7378;,8",8.000000000000012,8,4.860555753111839,0,0.0
60,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_2_skew_2 cdcs WHERE cdcs.col0>2950 AND cdcs.col1=9243;,7",6.969179105112854,7,4.838284105062485,0,0.0
61,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_2_skew_2 cdcs WHERE cdcs.col0=1133 AND cdcs.col1>8600;,2",1.6102893890675025,2,4.42182831466198,0,0.0
62,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_2_skew_2 cdcs WHERE cdcs.col0=8463 AND cdcs.col1>8006;,3",3.0827770360480202,3,4.698367789387703,0,0.0
63,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_2_skew_2 cdcs WHERE cdcs.col0>6611 AND cdcs.col1>2972;,20465",20491.455747711192,20465,4.644328728318214,0,0.0
64,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_2_skew_2 cdcs WHERE cdcs.col0<6682 AND cdcs.col1<9210;,69211",69196.45684210511,69211,5.0874147564172745,0,0.0
65,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_2_skew_2 cdcs WHERE cdcs.col0<5131 AND cdcs.col1=6906;,3",3.1015514809590488,3,4.868103191256523,0,0.0
66,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_2_skew_2 cdcs WHERE cdcs.col0=1789 AND cdcs.col1<9669;,13",13.195712754555165,13,5.548486486077309,0,0.0
67,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_2_skew_2 cdcs WHERE cdcs.col0=8524 AND cdcs.col1<3944;,4",3.0961171228517643,4,4.880176857113838,0,0.0
68,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_2_skew_2 cdcs WHERE cdcs.col0=4631 AND cdcs.col1<5964;,14",14.000000000000012,14,4.948463290929794,0,0.0
69,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_2_skew_2 cdcs WHERE cdcs.col0>5701 AND cdcs.col1=9812;,3",2.9457142857143115,3,4.697369411587715,0,0.0
70,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_2_skew_2 cdcs WHERE cdcs.col0=9683 AND cdcs.col1<7209;,2",2.000000000000071,2,4.882344976067543,0,0.0
71,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_2_skew_2 cdcs WHERE cdcs.col0<63 AND cdcs.col1<3192;,320",322.9430891079935,320,4.010945558547974,0,0.0
72,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_2_skew_2 cdcs WHERE cdcs.col0=210 AND cdcs.col1<1526;,2",2.0125348189415413,2,4.3524764478206635,0,0.0
73,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_2_skew_2 cdcs WHERE cdcs.col0<2287 AND cdcs.col1<3087;,12029",12026.599423631123,12029,4.241146147251129,0,0.0
74,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_2_skew_2 cdcs WHERE cdcs.col0<8651 AND cdcs.col1>5810;,35716",35723.80769230754,35716,4.64831106364727,0,0.0
75,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_2_skew_2 cdcs WHERE cdcs.col0>8768 AND cdcs.col1=6587;,2",1.3027932960894166,2,4.37026284635067,0,0.0
76,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_2_skew_2 cdcs WHERE cdcs.col0<5064 AND cdcs.col1<7340;,45423",45416.45416078978,45423,4.662416875362396,0,0.0
77,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_2_skew_2 cdcs WHERE cdcs.col0=6481 AND cdcs.col1>3493;,10",10.000000000000028,10,4.822712391614914,0,0.0
78,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_2_skew_2 cdcs WHERE cdcs.col0<7222 AND cdcs.col1>3723;,46672",46671.72092559809,46672,5.0543975085020065,0,0.0
79,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_2_skew_2 cdcs WHERE cdcs.col0=9585 AND cdcs.col1<5785;,1",1.0000000000000204,1,4.998885095119476,0,0.0
80,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_2_skew_2 cdcs WHERE cdcs.col0=5089 AND cdcs.col1<7760;,9",9.076562818163197,9,4.998873919248581,0,0.0
81,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_2_skew_2 cdcs WHERE cdcs.col0=3031 AND cdcs.col1>2162;,12",12.00000000000011,12,4.936486482620239,0,0.0
82,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_2_skew_2 cdcs WHERE cdcs.col0>4082 AND cdcs.col1<2640;,11095",11122.162500000057,11095,4.4921282678842545,0,0.0
83,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_2_skew_2 cdcs WHERE cdcs.col0>2384 AND cdcs.col1>4377;,42175",42156.22077321497,42175,4.545561969280243,0,0.0
84,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_2_skew_2 cdcs WHERE cdcs.col0>9563 AND cdcs.col1>8846;,671",735.6997690531175,671,3.8175955414772034,0,0.0
85,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_2_skew_2 cdcs WHERE cdcs.col0>5477 AND cdcs.col1<3314;,10036",10007.261548395769,10036,4.50512208044529,0,0.0
86,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_2_skew_2 cdcs WHERE cdcs.col0=6641 AND cdcs.col1>9531;,1",1.257142857142884,1,4.551766440272331,0,0.0
87,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_2_skew_2 cdcs WHERE cdcs.col0>8412 AND cdcs.col1=5858;,2",2.3639143730886643,2,4.596265032887459,0,0.0
88,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_2_skew_2 cdcs WHERE cdcs.col0>8673 AND cdcs.col1<4376;,2958",2977.1629535328734,2958,4.328889772295952,0,0.0
89,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_2_skew_2 cdcs WHERE cdcs.col0>1953 AND cdcs.col1=6828;,7",7.000000000000029,7,5.0546154379844666,0,0.0
90,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_2_skew_2 cdcs WHERE cdcs.col0>3207 AND cdcs.col1>6191;,25213",25153.12470544473,25213,4.347676411271095,0,0.0
91,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_2_skew_2 cdcs WHERE cdcs.col0<4279 AND cdcs.col1<4035;,25260",25265.17373754798,25260,4.544101655483246,0,0.0
92,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_2_skew_2 cdcs WHERE cdcs.col0=2764 AND cdcs.col1<9596;,8",8.000000000000025,8,4.9773696810007095,0,0.0
93,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_2_skew_2 cdcs WHERE cdcs.col0>9139 AND cdcs.col1>4848;,3195",3198.6092715231985,3195,4.240620881319046,0,0.0
94,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_2_skew_2 cdcs WHERE cdcs.col0=5188 AND cdcs.col1<7708;,8",7.9995468595262995,8,4.928169772028923,0,0.0
95,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_2_skew_2 cdcs WHERE cdcs.col0>6439 AND cdcs.col1<8165;,21781",21840.91057459576,21781,4.740813747048378,0,0.0
96,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_2_skew_2 cdcs WHERE cdcs.col0<1706 AND cdcs.col1>8027;,3103",3106.1963979416228,3103,4.178959876298904,0,0.0
97,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_2_skew_2 cdcs WHERE cdcs.col0<6209 AND cdcs.col1=4230;,12",11.998327759197377,12,5.027150735259056,0,0.0
98,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_2_skew_2 cdcs WHERE cdcs.col0>6645 AND cdcs.col1=1869;,5",5.036945257941001,5,4.384933039546013,0,0.0
99,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_2_skew_2 cdcs WHERE cdcs.col0>5271 AND cdcs.col1=5606;,9",8.942583732057479,9,4.756767302751541,0,0.0
100,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_2_skew_2 cdcs WHERE cdcs.col0<6843 AND cdcs.col1<6959;,57046",57050.5220791852,57046,4.754424095153809,0,0.0
101,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_2_skew_2 cdcs WHERE cdcs.col0<8748 AND cdcs.col1>4511;,48378",48386.83386378088,48378,4.79850172996521,0,0.0
102,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_2_skew_2 cdcs WHERE cdcs.col0=7723 AND cdcs.col1>7297;,7",6.999999999999872,7,4.537180066108704,0,0.0
103,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_2_skew_2 cdcs WHERE cdcs.col0<5119 AND cdcs.col1=3650;,7",6.543706293706336,7,4.922259598970413,0,0.0
104,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_2_skew_2 cdcs WHERE cdcs.col0<6385 AND cdcs.col1<9130;,66071",66090.01925577401,66071,4.815859720110893,0,0.0
105,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_2_skew_2 cdcs WHERE cdcs.col0>1814 AND cdcs.col1<6083;,47350",47338.41503494096,47350,4.984628409147263,0,0.0
106,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_2_skew_2 cdcs WHERE cdcs.col0>1924 AND cdcs.col1<3650;,26407",26426.011949390893,26407,4.744824022054672,0,0.0
107,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_2_skew_2 cdcs WHERE cdcs.col0<341 AND cdcs.col1=9115;,1",1.0,1,4.24252450466156,0,0.0
108,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_2_skew_2 cdcs WHERE cdcs.col0>2209 AND cdcs.col1=8174;,10",10.247855917667229,10,4.829667508602142,0,0.0
109,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_2_skew_2 cdcs WHERE cdcs.col0<4398 AND cdcs.col1=7740;,7",7.601506821421218,7,4.737444221973419,0,0.0
110,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_2_skew_2 cdcs WHERE cdcs.col0>7715 AND cdcs.col1>2181;,13793",13800.422459893147,13793,4.515353590250015,0,0.0
111,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_2_skew_2 cdcs WHERE cdcs.col0<6730 AND cdcs.col1=2119;,9",9.678160919540092,9,4.948200657963753,0,0.0
112,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_2_skew_2 cdcs WHERE cdcs.col0>5477 AND cdcs.col1>2842;,29496",29500.786119249355,29496,4.585025832056999,0,0.0
113,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_2_skew_2 cdcs WHERE cdcs.col0>5051 AND cdcs.col1<1143;,3794",3834.90200495612,3794,4.1231755167245865,0,0.0
114,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_2_skew_2 cdcs WHERE cdcs.col0<6418 AND cdcs.col1=6928;,4",4.002574002573959,4,4.983553662896156,0,0.0
115,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_2_skew_2 cdcs WHERE cdcs.col0<3578 AND cdcs.col1<618;,3591",3639.96882630163,3591,4.057243466377258,0,0.0
116,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_2_skew_2 cdcs WHERE cdcs.col0<9383 AND cdcs.col1<6541;,64964",65048.69832402242,64964,5.13114407658577,0,0.0
117,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_2_skew_2 cdcs WHERE cdcs.col0=7569 AND cdcs.col1<4755;,4",3.9423929098966393,4,4.856361076235771,0,0.0
118,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_2_skew_2 cdcs WHERE cdcs.col0>7968 AND cdcs.col1>1286;,13015",13023.588944428222,13015,4.531640559434891,0,0.0
119,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_2_skew_2 cdcs WHERE cdcs.col0>9529 AND cdcs.col1<1109;,195",194.57659511909472,195,4.1183363646268845,0,0.0
120,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_2_skew_2 cdcs WHERE cdcs.col0>9061 AND cdcs.col1=9520;,4",3.6027667984189655,4,4.3329354375600815,0,0.0
121,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_2_skew_2 cdcs WHERE cdcs.col0>8121 AND cdcs.col1>7478;,5289",5329.783711615498,5289,4.005949944257736,0,0.0
122,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_2_skew_2 cdcs WHERE cdcs.col0=9405 AND cdcs.col1>5796;,6",6.596153846153928,6,4.558037966489792,0,0.0
123,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_2_skew_2 cdcs WHERE cdcs.col0>4630 AND cdcs.col1<6191;,26382",26379.58967884153,26382,4.633922129869461,0,0.0
124,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_2_skew_2 cdcs WHERE cdcs.col0=4907 AND cdcs.col1<1370;,1",1.2840729894120317,1,4.4779181480407715,0,0.0
125,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_2_skew_2 cdcs WHERE cdcs.col0<4747 AND cdcs.col1<7046;,41533",41554.72356123949,41533,4.6239979565143585,0,0.0
126,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_2_skew_2 cdcs WHERE cdcs.col0<759 AND cdcs.col1=115;,3",2.9999999999999907,3,4.460988566279411,0,0.0
127,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_2_skew_2 cdcs WHERE cdcs.col0<9829 AND cdcs.col1=9151;,9",8.93533487297931,9,5.1534753292799,0,0.0
128,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_2_skew_2 cdcs WHERE cdcs.col0<726 AND cdcs.col1>2855;,4990",5008.999074126551,4990,4.29392047226429,0,0.0
129,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_2_skew_2 cdcs WHERE cdcs.col0=3452 AND cdcs.col1>2980;,10",10.169318181818255,10,4.886403679847717,0,0.0
130,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_2_skew_2 cdcs WHERE cdcs.col0>7742 AND cdcs.col1=5741;,2",1.8822629969418807,2,4.486832767724991,0,0.0
131,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_2_skew_2 cdcs WHERE cdcs.col0<1618 AND cdcs.col1=6362;,3",1.95100097516206,3,4.6404339373111725,0,0.0
132,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_2_skew_2 cdcs WHERE cdcs.col0>7871 AND cdcs.col1=1477;,2",1.124963246104209,2,4.378506913781166,0,0.0
133,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_2_skew_2 cdcs WHERE cdcs.col0>5257 AND cdcs.col1<5130;,16523",16506.301235865245,16523,4.327844828367233,0,0.0
134,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_2_skew_2 cdcs WHERE cdcs.col0>1168 AND cdcs.col1<4612;,39489",39491.47555570305,39489,4.763463512063026,0,0.0
135,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_2_skew_2 cdcs WHERE cdcs.col0=1627 AND cdcs.col1<7612;,8",7.92452830188683,8,5.424417555332184,0,0.0
136,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_2_skew_2 cdcs WHERE cdcs.col0=3321 AND cdcs.col1<5420;,6",5.9999999999999885,6,4.868010058999062,0,0.0
137,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_2_skew_2 cdcs WHERE cdcs.col0>4296 AND cdcs.col1>2197;,41595",41589.7798693488,41595,4.556136205792427,0,0.0
138,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_2_skew_2 cdcs WHERE cdcs.col0<8559 AND cdcs.col1<4454;,42451",42427.5919796308,42451,4.688624292612076,0,0.0
139,"SELECT COUNT(*) FROM cols_2_distinct_10000_corr_2_skew_2 cdcs WHERE cdcs.col0=1144 AND cdcs.col1>3037;,5",4.999999999999973,5,4.8941317945718765,0,0.0
